"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"PRJNA356769_ITS2_ASV585","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__patagonicus"
"PRJNA356769_ITS2_ASV587","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Millerozyma","s__farinosa"
"PRJNA356769_ITS2_ASV588","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__andiyazi"
"PRJNA356769_ITS2_ASV589","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__poae"
"PRJNA356769_ITS2_ASV590","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae",NA,NA
"PRJNA356769_ITS2_ASV591","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Kurtzmaniella",NA
"PRJNA356769_ITS2_ASV592","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__citreonigrum"
"PRJNA356769_ITS2_ASV596","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Valsonectria","s__portsmouthensis"
"PRJNA356769_ITS2_ASV597","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Neodevriesiaceae","g__Neodevriesia","s__kalakoutskii"
"PRJNA356769_ITS2_ASV598","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__reticulatus"
"PRJNA356769_ITS2_ASV6","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__coprosmae"
"PRJNA356769_ITS2_ASV602","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__rosae"
"PRJNA356769_ITS2_ASV604","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__sorbosivorans"
"PRJNA356769_ITS2_ASV605","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Neophaeothecales","f__Neophaeothecaceae","g__Nothophaeotheca","s__mirabibensis"
"PRJNA356769_ITS2_ASV606","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Eutypella",NA
"PRJNA356769_ITS2_ASV614","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__terreus"
"PRJNA356769_ITS2_ASV615","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Cutaneotrichosporon","s__middelhovenii"
"PRJNA356769_ITS2_ASV616","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Meyerozyma","s__guilliermondii"
"PRJNA356769_ITS2_ASV617","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"PRJNA356769_ITS2_ASV618","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Stemphylium","s__vesicarium"
"PRJNA356769_ITS2_ASV619","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Scolecobasidium",NA
"PRJNA356769_ITS2_ASV62","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Dothiora",NA
"PRJNA356769_ITS2_ASV620","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__merdicola"
"PRJNA356769_ITS2_ASV621","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia",NA
"PRJNA356769_ITS2_ASV622","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Pyrenophora",NA
"PRJNA356769_ITS2_ASV624","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusicolla",NA
"PRJNA356769_ITS2_ASV626","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Rhizopodaceae","g__Rhizopus","s__arrhizus"
"PRJNA356769_ITS2_ASV63","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"PRJNA356769_ITS2_ASV630","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__hyphaenes"
"PRJNA356769_ITS2_ASV632","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__glabripes"
"PRJNA356769_ITS2_ASV637","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__nodorum"
"PRJNA356769_ITS2_ASV638","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae","g__Sistotrema","s__muscicola"
"PRJNA356769_ITS2_ASV64","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Kondoa","s__aeria"
"PRJNA356769_ITS2_ASV641","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia",NA
"PRJNA356769_ITS2_ASV642","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Apiotrichum","s__otae"
"PRJNA356769_ITS2_ASV643","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"PRJNA356769_ITS2_ASV647","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__solani"
"PRJNA356769_ITS2_ASV649","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__penicillioides"
"PRJNA356769_ITS2_ASV650","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Apiosporaceae","g__Nigrospora",NA
"PRJNA356769_ITS2_ASV652","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Wiesneriomycetaceae","g__Spissiomyces","s__ramosus"
"PRJNA356769_ITS2_ASV653","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__sympodialis"
"PRJNA356769_ITS2_ASV656","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Microascus","s__gracilis"
"PRJNA356769_ITS2_ASV657","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__zeae"
"PRJNA356769_ITS2_ASV660","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__sporotrichioides"
"PRJNA356769_ITS2_ASV661","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycodaceae","g__Hanseniaspora","s__uvarum"
"PRJNA356769_ITS2_ASV667","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremaceae","g__Papiliotrema","s__flavescens"
"PRJNA356769_ITS2_ASV670","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Kurtzmaniella","s__quercitrusa"
"PRJNA356769_ITS2_ASV671","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Cistella",NA
"PRJNA356769_ITS2_ASV672","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Apiosporaceae","g__Nigrospora",NA
"PRJNA356769_ITS2_ASV674","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces","s__columbinus"
"PRJNA356769_ITS2_ASV675","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Cyberlindnera","s__jadinii"
"PRJNA356769_ITS2_ASV676","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__foliicola"
"PRJNA356769_ITS2_ASV678","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Thanatephorus",NA
"PRJNA356769_ITS2_ASV682","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium",NA
"PRJNA356769_ITS2_ASV685","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Rhizoctonia","s__solani"
"PRJNA356769_ITS2_ASV960","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__rugulosus"
"PRJNA356769_ITS2_ASV689","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Toxicocladosporium","s__irritans"
"PRJNA356769_ITS2_ASV69","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__insuetus"
"PRJNA356769_ITS2_ASV690","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__hydrangeae-macrophyllae"
"PRJNA356769_ITS2_ASV692","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium","s__halotolerans"
"PRJNA356769_ITS2_ASV694","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__heteromorpha"
"PRJNA356769_ITS2_ASV695","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Yarrowia","s__alimentaria"
"PRJNA356769_ITS2_ASV697","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans"
"PRJNA356769_ITS2_ASV698","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Ustilaginaceae_gen_Incertae_sedis",NA
"PRJNA356769_ITS2_ASV699","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","g__Geotrichum","s__silvicola"
"PRJNA356769_ITS2_ASV701","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris","s__sorokiniana"
"PRJNA356769_ITS2_ASV702","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"PRJNA356769_ITS2_ASV703","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__tephrensis"
"PRJNA356769_ITS2_ASV709","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Bulbithecium","s__pinkertoniae"
"PRJNA356769_ITS2_ASV714","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__taiwanensis"
"PRJNA356769_ITS2_ASV715","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Epicoccum","s__nigrum"
"PRJNA356769_ITS2_ASV719","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Neopyrenochaetaceae","g__Neopyrenochaeta","s__thailandica"
"PRJNA356769_ITS2_ASV72","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Yarrowia","s__lipolytica"
"PRJNA356769_ITS2_ASV720","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Sarocladium","s__strictum"
"PRJNA356769_ITS2_ASV721","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Thermoascaceae","g__Thermoascus","s__crustaceus"
"PRJNA356769_ITS2_ASV722","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","g__Geotrichum","s__candidum"
"PRJNA356769_ITS2_ASV723","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"PRJNA356769_ITS2_ASV725","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Yamadazyma","s__triangularis"
"PRJNA356769_ITS2_ASV727","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"PRJNA356769_ITS2_ASV729","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Aeminiaceae","g__Aeminium","s__ludgeri"
"PRJNA356769_ITS2_ASV731","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA
"PRJNA356769_ITS2_ASV732","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Apiosporaceae","g__Nigrospora",NA
"PRJNA356769_ITS2_ASV733","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__marietelkesiae"
"PRJNA356769_ITS2_ASV734","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia",NA
"PRJNA356769_ITS2_ASV739","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus",NA
"PRJNA356769_ITS2_ASV740","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Hyphodermataceae","g__Hyphoderma",NA
"PRJNA356769_ITS2_ASV742","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__sympodialis"
"PRJNA356769_ITS2_ASV745","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__steckii"
"PRJNA356769_ITS2_ASV747","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__mandshurica"
"PRJNA356769_ITS2_ASV748","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"PRJNA356769_ITS2_ASV749","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__dubliniensis"
"PRJNA356769_ITS2_ASV751","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__mandshurica"
"PRJNA356769_ITS2_ASV754","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Xenoteratosphaeria","s__jonkershoekensis"
"PRJNA356769_ITS2_ASV76","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Lyomyces","s__microfasciculatus"
"PRJNA356769_ITS2_ASV760","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium",NA
"PRJNA356769_ITS2_ASV761","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kazachstania","s__bulderi"
"PRJNA356769_ITS2_ASV762","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__globosa"
"PRJNA356769_ITS2_ASV763","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophoraceae_gen_Incertae_sedis",NA
"PRJNA356769_ITS2_ASV765","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Trichomonascus","s__ciferrii"
"PRJNA356769_ITS2_ASV768","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"PRJNA356769_ITS2_ASV780","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__citrinum"
"PRJNA356769_ITS2_ASV781","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__phangngaensis"
"PRJNA356769_ITS2_ASV782","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Kurtzmaniella",NA
"PRJNA356769_ITS2_ASV784","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Sporocadaceae","g__Pestalotiopsis",NA
"PRJNA356769_ITS2_ASV785","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Bisifusarium","s__domesticum"
"PRJNA356769_ITS2_ASV792","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__xenobiotica"
"PRJNA356769_ITS2_ASV793","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__salmonicolor"
"PRJNA356769_ITS2_ASV797","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__sake"
"PRJNA356769_ITS2_ASV798","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__luteola"
"PRJNA356769_ITS2_ASV80","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__adametzioides"
"PRJNA356769_ITS2_ASV800","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora","s__aestiva"
"PRJNA356769_ITS2_ASV802","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__gracilis"
"PRJNA356769_ITS2_ASV803","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia","s__koreensis"
"PRJNA356769_ITS2_ASV804","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__sporotrichioides"
"PRJNA356769_ITS2_ASV807","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Yarrowia","s__parophoni"
"PRJNA356769_ITS2_ASV808","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Parasarocladium",NA
"PRJNA356769_ITS2_ASV809","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__rosigena"
"PRJNA356769_ITS2_ASV810","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Tausonia","s__pullulans"
"PRJNA356769_ITS2_ASV813","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__carbonarius"
"PRJNA356769_ITS2_ASV814","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Dissoconiaceae","g__Uwebraunia","s__dekkeri"
"PRJNA356769_ITS2_ASV817","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Trechisporales_fam_Incertae_sedis","g__Trechisporales_gen_Incertae_sedis",NA
"PRJNA356769_ITS2_ASV818","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__globosa"
"PRJNA356769_ITS2_ASV820","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Cutaneotrichosporon","s__suis"
"PRJNA356769_ITS2_ASV821","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Blastobotrys","s__adeninivorans"
"PRJNA356769_ITS2_ASV827","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria",NA
"PRJNA356769_ITS2_ASV829","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__colostri"
"PRJNA356769_ITS2_ASV830","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Bezerromycetaceae","g__Bezerromyces",NA
"PRJNA356769_ITS2_ASV836","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__membranifaciens"
"PRJNA356769_ITS2_ASV837","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__solani"
"PRJNA356769_ITS2_ASV840","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__versicolor"
"PRJNA356769_ITS2_ASV846","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Graphostromataceae","g__Biscogniauxia",NA
"PRJNA356769_ITS2_ASV850","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__boidinii"
"PRJNA356769_ITS2_ASV851","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__conicus"
"PRJNA356769_ITS2_ASV852","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__mali"
"PRJNA356769_ITS2_ASV853","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremaceae","g__Papiliotrema","s__pseudoalba"
"PRJNA356769_ITS2_ASV857","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Arthrobotrys",NA
"PRJNA356769_ITS2_ASV859","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Entylomatales","f__Entylomataceae","g__Tilletiopsis","s__washingtonensis"
"PRJNA356769_ITS2_ASV860","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Schizothecium",NA
"PRJNA356769_ITS2_ASV863","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae","g__Elsinoe",NA
"PRJNA356769_ITS2_ASV864","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae",NA,NA
"PRJNA356769_ITS2_ASV865","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__ruineniae"
"PRJNA356769_ITS2_ASV87","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"PRJNA356769_ITS2_ASV871","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__mandshurica"
"PRJNA356769_ITS2_ASV873","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariaceae","g__Auriculariaceae_gen_Incertae_sedis",NA
"PRJNA356769_ITS2_ASV874","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae",NA,NA
"PRJNA356769_ITS2_ASV877","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__fermentans"
"PRJNA356769_ITS2_ASV879","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phaeophlebiopsis","s__ravenelii"
"PRJNA356769_ITS2_ASV88","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Debaryomyces","s__delbrueckii"
"PRJNA356769_ITS2_ASV883","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Hypoxylaceae","g__Annulohypoxylon","s__atroroseum"
"PRJNA356769_ITS2_ASV885","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Solicoccozyma",NA
"PRJNA356769_ITS2_ASV888","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiales_fam_Incertae_sedis","g__Tubeufiales_gen_Incertae_sedis",NA
"PRJNA356769_ITS2_ASV889","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__rosae"
"PRJNA356769_ITS2_ASV892","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Moesziomyces","s__bullatus"
"PRJNA356769_ITS2_ASV894","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Salinomyces","s__thailandicus"
"PRJNA356769_ITS2_ASV895","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__fermentans"
"PRJNA356769_ITS2_ASV896","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariaceae","g__Eichleriella",NA
"PRJNA356769_ITS2_ASV90","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Rhizopodaceae","g__Rhizopus","s__stolonifer"
"PRJNA356769_ITS2_ASV904","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Duportella","s__kuehneroides"
"PRJNA356769_ITS2_ASV909","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Xenasmataceae","g__Xenasmatella","s__ardosiaca"
"PRJNA356769_ITS2_ASV911","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Mollisiaceae","g__Mollisiaceae_gen_Incertae_sedis",NA
"PRJNA356769_ITS2_ASV915","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Sarocladium","s__pseudostrictum"
"PRJNA356769_ITS2_ASV917","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Vararia",NA
"PRJNA356769_ITS2_ASV920","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Phomatosporales","f__Phomatosporaceae","g__Phomatospora",NA
"PRJNA356769_ITS2_ASV921","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Stemphylium","s__vesicarium"
