qseqid	sseqid	pident	length	qcovs	mismatch	gapopen	qlen	qstart	qend	slen	sstart	send	sstrand	evalue	bitscore
PRJNA356769_ITS2_ASV546	fITS7R_1_rev	94.737	19	6	1	0	304	35	53	19	19	1	minus	1.22e-05	34.2
PRJNA356769_ITS2_ASV546	fITS7_2_fwd	94.737	19	6	1	0	304	35	53	19	1	19	plus	1.22e-05	34.2
PRJNA356769_ITS2_ASV546	gITS7_2_fwd	89.474	19	6	2	0	304	35	53	19	1	19	plus	1.90e-04	30.2
PRJNA356769_ITS2_ASV546	ITS4-Seb_2_rev	94.118	17	6	1	0	304	282	298	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV547	ITS86F_2_fwd	100.000	21	6	0	0	357	34	54	21	1	21	plus	5.90e-08	42.1
PRJNA356769_ITS2_ASV547	fITS7_2_fwd	94.737	19	5	1	0	357	34	52	19	1	19	plus	1.44e-05	34.2
PRJNA356769_ITS2_ASV547	fITS7R_1_rev	94.737	19	5	1	0	357	34	52	19	19	1	minus	1.44e-05	34.2
PRJNA356769_ITS2_ASV547	gITS7_2_fwd	89.474	19	5	2	0	357	34	52	19	1	19	plus	2.24e-04	30.2
PRJNA356769_ITS2_ASV548	ITS86F_2_fwd	100.000	21	5	0	0	387	35	55	21	1	21	plus	6.40e-08	42.1
PRJNA356769_ITS2_ASV548	fITS7R_1_rev	94.737	19	5	1	0	387	35	53	19	19	1	minus	1.56e-05	34.2
PRJNA356769_ITS2_ASV548	fITS7_2_fwd	94.737	19	5	1	0	387	35	53	19	1	19	plus	1.56e-05	34.2
PRJNA356769_ITS2_ASV548	gITS7_2_fwd	89.474	19	5	2	0	387	35	53	19	1	19	plus	2.44e-04	30.2
PRJNA356769_ITS2_ASV548	LR0B_2_rev	100.000	14	4	0	0	387	357	370	19	19	6	minus	0.001	28.2
PRJNA356769_ITS2_ASV549	ITS86F_2_fwd	100.000	21	5	0	0	428	31	51	21	1	21	plus	7.10e-08	42.1
PRJNA356769_ITS2_ASV549	fITS7R_1_rev	94.737	19	4	1	0	428	31	49	19	19	1	minus	1.73e-05	34.2
PRJNA356769_ITS2_ASV549	fITS7_2_fwd	94.737	19	4	1	0	428	31	49	19	1	19	plus	1.73e-05	34.2
PRJNA356769_ITS2_ASV549	ITS4-Seb_2_rev	94.118	17	4	1	0	428	406	422	19	17	1	minus	2.70e-04	30.2
PRJNA356769_ITS2_ASV549	gITS7_2_fwd	89.474	19	4	2	0	428	31	49	19	1	19	plus	2.70e-04	30.2
PRJNA356769_ITS2_ASV550	ITS86F_2_fwd	100.000	21	6	0	0	381	35	55	21	1	21	plus	6.30e-08	42.1
PRJNA356769_ITS2_ASV550	fITS7R_1_rev	94.737	19	5	1	0	381	35	53	19	19	1	minus	1.54e-05	34.2
PRJNA356769_ITS2_ASV550	fITS7_2_fwd	94.737	19	5	1	0	381	35	53	19	1	19	plus	1.54e-05	34.2
PRJNA356769_ITS2_ASV550	LR0B_2_rev	94.737	19	5	1	0	381	351	369	19	19	1	minus	2.40e-04	30.2
PRJNA356769_ITS2_ASV550	gITS7_2_fwd	89.474	19	5	2	0	381	35	53	19	1	19	plus	2.40e-04	30.2
PRJNA356769_ITS2_ASV550	ITS4-Seb_2_rev	94.118	17	4	1	0	381	359	375	19	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV553	ITS86F_2_fwd	95.238	21	7	1	0	312	35	55	21	1	21	plus	1.25e-05	34.2
PRJNA356769_ITS2_ASV553	fITS7R_1_rev	89.474	19	6	2	0	312	35	53	19	19	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV554	ITS86F_2_fwd	100.000	21	6	0	0	358	35	55	21	1	21	plus	5.91e-08	42.1
PRJNA356769_ITS2_ASV554	LR0B_2_rev	100.000	19	5	0	0	358	328	346	19	19	1	minus	9.23e-07	38.2
PRJNA356769_ITS2_ASV554	fITS7_2_fwd	94.737	19	5	1	0	358	35	53	19	1	19	plus	1.44e-05	34.2
PRJNA356769_ITS2_ASV554	fITS7R_1_rev	94.737	19	5	1	0	358	35	53	19	19	1	minus	1.44e-05	34.2
PRJNA356769_ITS2_ASV554	gITS7_2_fwd	89.474	19	5	2	0	358	35	53	19	1	19	plus	2.25e-04	30.2
PRJNA356769_ITS2_ASV554	ITS4-Seb_2_rev	94.118	17	5	1	0	358	336	352	19	17	1	minus	2.25e-04	30.2
PRJNA356769_ITS2_ASV554	ITS4-Clav_2_rev	94.118	17	5	1	0	358	330	346	18	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV555	ITS86F_2_fwd	95.238	21	7	1	0	308	35	55	21	1	21	plus	1.23e-05	34.2
PRJNA356769_ITS2_ASV555	fITS7R_1_rev	89.474	19	6	2	0	308	35	53	19	19	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV556	ITS86F_2_fwd	100.000	21	6	0	0	381	35	55	21	1	21	plus	6.30e-08	42.1
PRJNA356769_ITS2_ASV556	fITS7R_1_rev	94.737	19	5	1	0	381	35	53	19	19	1	minus	1.54e-05	34.2
PRJNA356769_ITS2_ASV556	fITS7_2_fwd	94.737	19	5	1	0	381	35	53	19	1	19	plus	1.54e-05	34.2
PRJNA356769_ITS2_ASV556	gITS7_2_fwd	89.474	19	5	2	0	381	35	53	19	1	19	plus	2.40e-04	30.2
PRJNA356769_ITS2_ASV556	LR0B_2_rev	100.000	14	4	0	0	381	351	364	19	19	6	minus	0.001	28.2
PRJNA356769_ITS2_ASV557	ITS86F_2_fwd	90.476	21	6	2	0	379	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV558	ITS86F_2_fwd	100.000	21	5	0	0	438	35	55	21	1	21	plus	7.27e-08	42.1
PRJNA356769_ITS2_ASV558	fITS7R_1_rev	94.737	19	4	1	0	438	35	53	19	19	1	minus	1.77e-05	34.2
PRJNA356769_ITS2_ASV558	fITS7_2_fwd	94.737	19	4	1	0	438	35	53	19	1	19	plus	1.77e-05	34.2
PRJNA356769_ITS2_ASV558	gITS7_2_fwd	89.474	19	4	2	0	438	35	53	19	1	19	plus	2.77e-04	30.2
PRJNA356769_ITS2_ASV558	LR0B_2_rev	100.000	14	3	0	0	438	408	421	19	19	6	minus	0.001	28.2
PRJNA356769_ITS2_ASV559	ITS86F_2_fwd	95.238	21	7	1	0	319	35	55	21	1	21	plus	1.28e-05	34.2
PRJNA356769_ITS2_ASV559	fITS7R_1_rev	89.474	19	6	2	0	319	35	53	19	19	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV561	ITS4-Seb_2_rev	94.118	17	6	1	0	276	254	270	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV562	ITS86F_2_fwd	100.000	21	7	0	0	296	35	55	21	1	21	plus	4.86e-08	42.1
PRJNA356769_ITS2_ASV562	fITS7R_1_rev	94.737	19	6	1	0	296	35	53	19	19	1	minus	1.19e-05	34.2
PRJNA356769_ITS2_ASV562	fITS7_2_fwd	94.737	19	6	1	0	296	35	53	19	1	19	plus	1.19e-05	34.2
PRJNA356769_ITS2_ASV562	gITS7_2_fwd	89.474	19	6	2	0	296	35	53	19	1	19	plus	1.85e-04	30.2
PRJNA356769_ITS2_ASV563	ITS86F_2_fwd	100.000	21	7	0	0	303	35	55	21	1	21	plus	4.98e-08	42.1
PRJNA356769_ITS2_ASV563	LR0B_2_rev	100.000	19	6	0	0	303	273	291	19	19	1	minus	7.78e-07	38.2
PRJNA356769_ITS2_ASV563	fITS7R_1_rev	94.737	19	6	1	0	303	35	53	19	19	1	minus	1.21e-05	34.2
PRJNA356769_ITS2_ASV563	fITS7_2_fwd	94.737	19	6	1	0	303	35	53	19	1	19	plus	1.21e-05	34.2
PRJNA356769_ITS2_ASV563	ITS4-Seb_2_rev	94.118	17	6	1	0	303	281	297	19	17	1	minus	1.90e-04	30.2
PRJNA356769_ITS2_ASV563	gITS7_2_fwd	89.474	19	6	2	0	303	35	53	19	1	19	plus	1.90e-04	30.2
PRJNA356769_ITS2_ASV563	ITS4-Clav_2_rev	94.118	17	6	1	0	303	275	291	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV564	ITS86F_2_fwd	90.476	21	6	2	0	355	35	55	21	1	21	plus	0.003	26.3
PRJNA356769_ITS2_ASV565	ITS4-Seb_2_rev	94.118	17	6	1	0	281	259	275	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV566	NSA3_1_fwd	100.000	12	6	0	0	218	109	120	22	7	18	plus	0.009	24.3
PRJNA356769_ITS2_ASV567	ITS86F_2_fwd	100.000	21	6	0	0	334	35	55	21	1	21	plus	5.51e-08	42.1
PRJNA356769_ITS2_ASV567	LR0B_2_rev	100.000	19	6	0	0	334	304	322	19	19	1	minus	8.60e-07	38.2
PRJNA356769_ITS2_ASV567	fITS7_2_fwd	94.737	19	6	1	0	334	35	53	19	1	19	plus	1.34e-05	34.2
PRJNA356769_ITS2_ASV567	fITS7R_1_rev	94.737	19	6	1	0	334	35	53	19	19	1	minus	1.34e-05	34.2
PRJNA356769_ITS2_ASV567	gITS7_2_fwd	89.474	19	6	2	0	334	35	53	19	1	19	plus	2.10e-04	30.2
PRJNA356769_ITS2_ASV567	ITS4-Seb_2_rev	94.118	17	5	1	0	334	312	328	19	17	1	minus	2.10e-04	30.2
PRJNA356769_ITS2_ASV567	ITS4-Clav_2_rev	94.118	17	5	1	0	334	306	322	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV568	ITS86F_2_fwd	100.000	21	6	0	0	358	34	54	21	1	21	plus	5.91e-08	42.1
PRJNA356769_ITS2_ASV568	fITS7R_1_rev	94.737	19	5	1	0	358	34	52	19	19	1	minus	1.44e-05	34.2
PRJNA356769_ITS2_ASV568	fITS7_2_fwd	94.737	19	5	1	0	358	34	52	19	1	19	plus	1.44e-05	34.2
PRJNA356769_ITS2_ASV568	gITS7_2_fwd	89.474	19	5	2	0	358	34	52	19	1	19	plus	2.25e-04	30.2
PRJNA356769_ITS2_ASV569	ITS86F_2_fwd	100.000	21	7	0	0	296	35	55	21	1	21	plus	4.86e-08	42.1
PRJNA356769_ITS2_ASV569	fITS7R_1_rev	94.737	19	6	1	0	296	35	53	19	19	1	minus	1.19e-05	34.2
PRJNA356769_ITS2_ASV569	fITS7_2_fwd	94.737	19	6	1	0	296	35	53	19	1	19	plus	1.19e-05	34.2
PRJNA356769_ITS2_ASV569	gITS7_2_fwd	89.474	19	6	2	0	296	35	53	19	1	19	plus	1.85e-04	30.2
PRJNA356769_ITS2_ASV570	ITS86F_2_fwd	100.000	21	5	0	0	422	35	55	21	1	21	plus	7.00e-08	42.1
PRJNA356769_ITS2_ASV570	fITS7R_1_rev	94.737	19	5	1	0	422	35	53	19	19	1	minus	1.71e-05	34.2
PRJNA356769_ITS2_ASV570	fITS7_2_fwd	94.737	19	5	1	0	422	35	53	19	1	19	plus	1.71e-05	34.2
PRJNA356769_ITS2_ASV570	gITS7_2_fwd	89.474	19	5	2	0	422	35	53	19	1	19	plus	2.66e-04	30.2
PRJNA356769_ITS2_ASV570	LR0B_2_rev	100.000	14	3	0	0	422	392	405	19	19	6	minus	0.001	28.2
PRJNA356769_ITS2_ASV572	ITS86F_2_fwd	100.000	21	7	0	0	323	35	55	21	1	21	plus	5.32e-08	42.1
PRJNA356769_ITS2_ASV572	fITS7R_1_rev	94.737	19	6	1	0	323	35	53	19	19	1	minus	1.30e-05	34.2
PRJNA356769_ITS2_ASV572	fITS7_2_fwd	94.737	19	6	1	0	323	35	53	19	1	19	plus	1.30e-05	34.2
PRJNA356769_ITS2_ASV572	gITS7_2_fwd	89.474	19	6	2	0	323	35	53	19	1	19	plus	2.02e-04	30.2
PRJNA356769_ITS2_ASV574	ITS86F_2_fwd	90.476	21	6	2	0	374	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV575	ITS86F_2_fwd	100.000	21	7	0	0	303	35	55	21	1	21	plus	4.98e-08	42.1
PRJNA356769_ITS2_ASV575	fITS7R_1_rev	94.737	19	6	1	0	303	35	53	19	19	1	minus	1.21e-05	34.2
PRJNA356769_ITS2_ASV575	fITS7_2_fwd	94.737	19	6	1	0	303	35	53	19	1	19	plus	1.21e-05	34.2
PRJNA356769_ITS2_ASV575	gITS7_2_fwd	89.474	19	6	2	0	303	35	53	19	1	19	plus	1.90e-04	30.2
PRJNA356769_ITS2_ASV576	ITS86F_2_fwd	100.000	21	7	0	0	289	35	55	21	1	21	plus	4.74e-08	42.1
PRJNA356769_ITS2_ASV576	fITS7R_1_rev	94.737	19	7	1	0	289	35	53	19	19	1	minus	1.16e-05	34.2
PRJNA356769_ITS2_ASV576	fITS7_2_fwd	94.737	19	7	1	0	289	35	53	19	1	19	plus	1.16e-05	34.2
PRJNA356769_ITS2_ASV576	gITS7_2_fwd	89.474	19	7	2	0	289	35	53	19	1	19	plus	1.81e-04	30.2
PRJNA356769_ITS2_ASV577	ITS86F_2_fwd	100.000	21	5	0	0	398	35	55	21	1	21	plus	6.59e-08	42.1
PRJNA356769_ITS2_ASV577	fITS7R_1_rev	94.737	19	5	1	0	398	35	53	19	19	1	minus	1.61e-05	34.2
PRJNA356769_ITS2_ASV577	fITS7_2_fwd	94.737	19	5	1	0	398	35	53	19	1	19	plus	1.61e-05	34.2
PRJNA356769_ITS2_ASV577	LR0B_2_rev	94.737	19	5	1	0	398	368	386	19	19	1	minus	2.51e-04	30.2
PRJNA356769_ITS2_ASV577	gITS7_2_fwd	89.474	19	5	2	0	398	35	53	19	1	19	plus	2.51e-04	30.2
PRJNA356769_ITS2_ASV577	ITS4-Seb_2_rev	94.118	17	4	1	0	398	376	392	19	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV578	ITS86F_2_fwd	100.000	21	5	0	0	430	35	55	21	1	21	plus	7.13e-08	42.1
PRJNA356769_ITS2_ASV578	fITS7R_1_rev	94.737	19	4	1	0	430	35	53	19	19	1	minus	1.74e-05	34.2
PRJNA356769_ITS2_ASV578	fITS7_2_fwd	94.737	19	4	1	0	430	35	53	19	1	19	plus	1.74e-05	34.2
PRJNA356769_ITS2_ASV578	gITS7_2_fwd	89.474	19	4	2	0	430	35	53	19	1	19	plus	2.71e-04	30.2
PRJNA356769_ITS2_ASV578	LR0B_2_rev	100.000	14	3	0	0	430	400	413	19	19	6	minus	0.001	28.2
PRJNA356769_ITS2_ASV579	ITS86F_2_fwd	100.000	21	7	0	0	311	35	55	21	1	21	plus	5.12e-08	42.1
PRJNA356769_ITS2_ASV579	fITS7R_1_rev	94.737	19	6	1	0	311	35	53	19	19	1	minus	1.25e-05	34.2
PRJNA356769_ITS2_ASV579	fITS7_2_fwd	94.737	19	6	1	0	311	35	53	19	1	19	plus	1.25e-05	34.2
PRJNA356769_ITS2_ASV579	gITS7_2_fwd	89.474	19	6	2	0	311	35	53	19	1	19	plus	1.95e-04	30.2
PRJNA356769_ITS2_ASV580	ITS86F_2_fwd	100.000	21	6	0	0	342	35	55	21	1	21	plus	5.64e-08	42.1
PRJNA356769_ITS2_ASV580	fITS7R_1_rev	94.737	19	6	1	0	342	35	53	19	19	1	minus	1.38e-05	34.2
PRJNA356769_ITS2_ASV580	fITS7_2_fwd	94.737	19	6	1	0	342	35	53	19	1	19	plus	1.38e-05	34.2
PRJNA356769_ITS2_ASV580	gITS7_2_fwd	89.474	19	6	2	0	342	35	53	19	1	19	plus	2.15e-04	30.2
PRJNA356769_ITS2_ASV580	ITS4-Clav_2_rev	94.118	17	5	1	0	342	314	330	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV581	ITS86F_2_fwd	90.476	21	6	2	0	376	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV582	ITS86F_2_fwd	100.000	21	6	0	0	324	35	55	21	1	21	plus	5.34e-08	42.1
PRJNA356769_ITS2_ASV582	fITS7R_1_rev	94.737	19	6	1	0	324	35	53	19	19	1	minus	1.30e-05	34.2
PRJNA356769_ITS2_ASV582	fITS7_2_fwd	94.737	19	6	1	0	324	35	53	19	1	19	plus	1.30e-05	34.2
PRJNA356769_ITS2_ASV582	gITS7_2_fwd	89.474	19	6	2	0	324	35	53	19	1	19	plus	2.03e-04	30.2
PRJNA356769_ITS2_ASV583	ITS86F_2_fwd	100.000	21	6	0	0	345	35	55	21	1	21	plus	5.69e-08	42.1
PRJNA356769_ITS2_ASV583	LR0B_2_rev	100.000	19	6	0	0	345	315	333	19	19	1	minus	8.89e-07	38.2
PRJNA356769_ITS2_ASV583	fITS7_2_fwd	94.737	19	6	1	0	345	35	53	19	1	19	plus	1.39e-05	34.2
PRJNA356769_ITS2_ASV583	fITS7R_1_rev	94.737	19	6	1	0	345	35	53	19	19	1	minus	1.39e-05	34.2
PRJNA356769_ITS2_ASV583	gITS7_2_fwd	89.474	19	6	2	0	345	35	53	19	1	19	plus	2.17e-04	30.2
PRJNA356769_ITS2_ASV583	ITS4-Seb_2_rev	94.118	17	5	1	0	345	323	339	19	17	1	minus	2.17e-04	30.2
PRJNA356769_ITS2_ASV583	ITS4-Clav_2_rev	94.118	17	5	1	0	345	317	333	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV583	ITS3Seb_2_fwd	90.476	21	6	2	0	345	97	117	21	1	21	plus	0.003	26.3
PRJNA356769_ITS2_ASV584	ITS86F_2_fwd	90.476	21	5	2	0	391	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV585	ITS86F_2_fwd	100.000	21	6	0	0	336	35	55	21	1	21	plus	5.54e-08	42.1
PRJNA356769_ITS2_ASV585	fITS7R_1_rev	94.737	19	6	1	0	336	35	53	19	19	1	minus	1.35e-05	34.2
PRJNA356769_ITS2_ASV585	fITS7_2_fwd	94.737	19	6	1	0	336	35	53	19	1	19	plus	1.35e-05	34.2
PRJNA356769_ITS2_ASV585	gITS7_2_fwd	89.474	19	6	2	0	336	35	53	19	1	19	plus	2.11e-04	30.2
PRJNA356769_ITS2_ASV585	ITS4-Seb_2_rev	94.118	17	5	1	0	336	314	330	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV586	ITS86F_2_fwd	100.000	21	6	0	0	381	35	55	21	1	21	plus	6.30e-08	42.1
PRJNA356769_ITS2_ASV586	fITS7R_1_rev	94.737	19	5	1	0	381	35	53	19	19	1	minus	1.54e-05	34.2
PRJNA356769_ITS2_ASV586	fITS7_2_fwd	94.737	19	5	1	0	381	35	53	19	1	19	plus	1.54e-05	34.2
PRJNA356769_ITS2_ASV586	LR0B_2_rev	94.737	19	5	1	0	381	351	369	19	19	1	minus	2.40e-04	30.2
PRJNA356769_ITS2_ASV586	gITS7_2_fwd	89.474	19	5	2	0	381	35	53	19	1	19	plus	2.40e-04	30.2
PRJNA356769_ITS2_ASV586	ITS4-Seb_2_rev	94.118	17	4	1	0	381	359	375	19	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV587	ITS86F_2_fwd	90.476	21	6	2	0	368	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV589	ITS86F_2_fwd	100.000	21	5	0	0	428	35	55	21	1	21	plus	7.10e-08	42.1
PRJNA356769_ITS2_ASV589	fITS7R_1_rev	94.737	19	4	1	0	428	35	53	19	19	1	minus	1.73e-05	34.2
PRJNA356769_ITS2_ASV589	fITS7_2_fwd	94.737	19	4	1	0	428	35	53	19	1	19	plus	1.73e-05	34.2
PRJNA356769_ITS2_ASV589	gITS7_2_fwd	89.474	19	4	2	0	428	35	53	19	1	19	plus	2.70e-04	30.2
PRJNA356769_ITS2_ASV589	LR0B_2_rev	100.000	14	3	0	0	428	398	411	19	19	6	minus	0.001	28.2
PRJNA356769_ITS2_ASV590	ITS86F_2_fwd	90.476	21	6	2	0	376	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV591	ITS86F_2_fwd	90.476	21	6	2	0	351	35	55	21	1	21	plus	0.003	26.3
PRJNA356769_ITS2_ASV592	ITS86F_2_fwd	90.476	21	6	2	0	378	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV593	ITS86F_2_fwd	100.000	21	6	0	0	381	35	55	21	1	21	plus	6.30e-08	42.1
PRJNA356769_ITS2_ASV593	fITS7R_1_rev	94.737	19	5	1	0	381	35	53	19	19	1	minus	1.54e-05	34.2
PRJNA356769_ITS2_ASV593	fITS7_2_fwd	94.737	19	5	1	0	381	35	53	19	1	19	plus	1.54e-05	34.2
PRJNA356769_ITS2_ASV593	LR0B_2_rev	94.737	19	5	1	0	381	351	369	19	19	1	minus	2.40e-04	30.2
PRJNA356769_ITS2_ASV593	gITS7_2_fwd	89.474	19	5	2	0	381	35	53	19	1	19	plus	2.40e-04	30.2
PRJNA356769_ITS2_ASV593	ITS4-Seb_2_rev	94.118	17	4	1	0	381	359	375	19	17	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV594	ITS86F_2_fwd	95.238	21	6	1	0	361	35	55	21	1	21	plus	1.45e-05	34.2
PRJNA356769_ITS2_ASV594	ITS4-Seb_2_rev	94.444	18	5	1	0	361	338	355	19	18	1	minus	5.74e-05	32.2
PRJNA356769_ITS2_ASV594	LR0B_2_rev	94.737	19	5	1	0	361	331	349	19	19	1	minus	2.27e-04	30.2
PRJNA356769_ITS2_ASV594	fITS7R_1_rev	89.474	19	5	2	0	361	35	53	19	19	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV595	ITS86F_2_fwd	100.000	21	6	0	0	353	35	55	21	1	21	plus	5.83e-08	42.1
PRJNA356769_ITS2_ASV595	fITS7R_1_rev	94.737	19	5	1	0	353	35	53	19	19	1	minus	1.42e-05	34.2
PRJNA356769_ITS2_ASV595	fITS7_2_fwd	94.737	19	5	1	0	353	35	53	19	1	19	plus	1.42e-05	34.2
PRJNA356769_ITS2_ASV595	LR0B_2_rev	94.737	19	5	1	0	353	323	341	19	19	1	minus	2.22e-04	30.2
PRJNA356769_ITS2_ASV595	ITS4-Seb_2_rev	94.118	17	5	1	0	353	331	347	19	17	1	minus	2.22e-04	30.2
PRJNA356769_ITS2_ASV595	gITS7_2_fwd	89.474	19	5	2	0	353	35	53	19	1	19	plus	2.22e-04	30.2
PRJNA356769_ITS2_ASV596	ITS86F_2_fwd	100.000	21	6	0	0	342	35	55	21	1	21	plus	5.64e-08	42.1
PRJNA356769_ITS2_ASV596	LR0B_2_rev	100.000	19	6	0	0	342	312	330	19	19	1	minus	8.81e-07	38.2
PRJNA356769_ITS2_ASV596	fITS7R_1_rev	94.737	19	6	1	0	342	35	53	19	19	1	minus	1.38e-05	34.2
PRJNA356769_ITS2_ASV596	fITS7_2_fwd	94.737	19	6	1	0	342	35	53	19	1	19	plus	1.38e-05	34.2
PRJNA356769_ITS2_ASV596	ITS4-Seb_2_rev	94.118	17	5	1	0	342	320	336	19	17	1	minus	2.15e-04	30.2
PRJNA356769_ITS2_ASV596	gITS7_2_fwd	89.474	19	6	2	0	342	35	53	19	1	19	plus	2.15e-04	30.2
PRJNA356769_ITS2_ASV596	ITS4-Clav_2_rev	94.118	17	5	1	0	342	314	330	18	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV597	ITS86F_2_fwd	100.000	21	5	0	0	438	35	55	21	1	21	plus	7.27e-08	42.1
PRJNA356769_ITS2_ASV597	fITS7R_1_rev	94.737	19	4	1	0	438	35	53	19	19	1	minus	1.77e-05	34.2
PRJNA356769_ITS2_ASV597	fITS7_2_fwd	94.737	19	4	1	0	438	35	53	19	1	19	plus	1.77e-05	34.2
PRJNA356769_ITS2_ASV597	gITS7_2_fwd	89.474	19	4	2	0	438	35	53	19	1	19	plus	2.77e-04	30.2
PRJNA356769_ITS2_ASV597	LR0B_2_rev	100.000	14	3	0	0	438	408	421	19	19	6	minus	0.001	28.2
PRJNA356769_ITS2_ASV598	ITS86F_2_fwd	100.000	21	7	0	0	308	35	55	21	1	21	plus	5.07e-08	42.1
PRJNA356769_ITS2_ASV598	fITS7_2_fwd	94.737	19	6	1	0	308	35	53	19	1	19	plus	1.23e-05	34.2
PRJNA356769_ITS2_ASV598	fITS7R_1_rev	94.737	19	6	1	0	308	35	53	19	19	1	minus	1.23e-05	34.2
PRJNA356769_ITS2_ASV598	gITS7_2_fwd	89.474	19	6	2	0	308	35	53	19	1	19	plus	1.93e-04	30.2
PRJNA356769_ITS2_ASV598	ITS4-Seb_2_rev	94.118	17	6	1	0	308	286	302	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV600	ITS86F_2_fwd	95.238	21	7	1	0	314	35	55	21	1	21	plus	1.26e-05	34.2
PRJNA356769_ITS2_ASV600	fITS7R_1_rev	89.474	19	6	2	0	314	35	53	19	19	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV603	ITS86F_2_fwd	100.000	21	6	0	0	334	35	55	21	1	21	plus	5.51e-08	42.1
PRJNA356769_ITS2_ASV603	fITS7_2_fwd	94.737	19	6	1	0	334	35	53	19	1	19	plus	1.34e-05	34.2
PRJNA356769_ITS2_ASV603	fITS7R_1_rev	94.737	19	6	1	0	334	35	53	19	19	1	minus	1.34e-05	34.2
PRJNA356769_ITS2_ASV603	gITS7_2_fwd	89.474	19	6	2	0	334	35	53	19	1	19	plus	2.10e-04	30.2
PRJNA356769_ITS2_ASV603	LR0B_2_rev	94.737	19	6	1	0	334	304	322	19	19	1	minus	2.10e-04	30.2
PRJNA356769_ITS2_ASV603	ITS4-Seb_2_rev	94.118	17	5	1	0	334	312	328	19	17	1	minus	2.10e-04	30.2
PRJNA356769_ITS2_ASV604	ITS86F_2_fwd	90.476	21	6	2	0	371	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV605	ITS86F_2_fwd	100.000	21	7	0	0	311	35	55	21	1	21	plus	5.12e-08	42.1
PRJNA356769_ITS2_ASV605	fITS7R_1_rev	94.737	19	6	1	0	311	35	53	19	19	1	minus	1.25e-05	34.2
PRJNA356769_ITS2_ASV605	fITS7_2_fwd	94.737	19	6	1	0	311	35	53	19	1	19	plus	1.25e-05	34.2
PRJNA356769_ITS2_ASV605	gITS7_2_fwd	89.474	19	6	2	0	311	35	53	19	1	19	plus	1.95e-04	30.2
PRJNA356769_ITS2_ASV605	ITS4-Seb_2_rev	94.118	17	5	1	0	311	289	305	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV606	ITS86F_2_fwd	100.000	21	7	0	0	311	35	55	21	1	21	plus	5.12e-08	42.1
PRJNA356769_ITS2_ASV606	fITS7R_1_rev	94.737	19	6	1	0	311	35	53	19	19	1	minus	1.25e-05	34.2
PRJNA356769_ITS2_ASV606	fITS7_2_fwd	94.737	19	6	1	0	311	35	53	19	1	19	plus	1.25e-05	34.2
PRJNA356769_ITS2_ASV606	gITS7_2_fwd	89.474	19	6	2	0	311	35	53	19	1	19	plus	1.95e-04	30.2
PRJNA356769_ITS2_ASV606	ITS4-Seb_2_rev	94.118	17	5	1	0	311	289	305	19	17	1	minus	0.003	26.3
PRJNA356769_ITS2_ASV607	ITS86F_2_fwd	90.476	21	6	2	0	336	35	55	21	1	21	plus	0.003	26.3
PRJNA356769_ITS2_ASV610	ITS86F_2_fwd	95.238	21	6	1	0	372	35	55	21	1	21	plus	1.50e-05	34.2
PRJNA356769_ITS2_ASV610	fITS7R_1_rev	100.000	13	3	0	0	372	41	53	19	13	1	minus	0.004	26.3
PRJNA356769_ITS2_ASV610	fITS7_2_fwd	100.000	13	3	0	0	372	41	53	19	7	19	plus	0.004	26.3
PRJNA356769_ITS2_ASV611	ITS86F_2_fwd	90.476	21	6	2	0	358	35	55	21	1	21	plus	0.004	26.3
PRJNA356769_ITS2_ASV612	fITS7R_1_rev	94.737	19	6	1	0	321	36	54	19	19	1	minus	1.29e-05	34.2
