"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"PRJNA356769b_ITS2_ASV643","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophoraceae_gen_Incertae_sedis",NA
"PRJNA356769b_ITS2_ASV644","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Trichomonascus","s__ciferrii"
"PRJNA356769b_ITS2_ASV647","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"PRJNA356769b_ITS2_ASV65","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"PRJNA356769b_ITS2_ASV652","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__solani"
"PRJNA356769b_ITS2_ASV653","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Kondoa","s__aeria"
"PRJNA356769b_ITS2_ASV658","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces","s__columbinus"
"PRJNA356769b_ITS2_ASV659","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__citrinum"
"PRJNA356769b_ITS2_ASV661","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__phangngaensis"
"PRJNA356769b_ITS2_ASV662","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Kurtzmaniella","s__quercitrusa"
"PRJNA356769b_ITS2_ASV665","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Bisifusarium","s__domesticum"
"PRJNA356769b_ITS2_ASV666","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Sporocadaceae","g__Pestalotiopsis",NA
"PRJNA356769b_ITS2_ASV67","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"PRJNA356769b_ITS2_ASV671","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__salmonicolor"
"PRJNA356769b_ITS2_ASV674","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__sake"
"PRJNA356769b_ITS2_ASV675","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__luteola"
"PRJNA356769b_ITS2_ASV677","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora","s__aestiva"
"PRJNA356769b_ITS2_ASV679","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__gracilis"
"PRJNA356769b_ITS2_ASV682","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia","s__koreensis"
"PRJNA356769b_ITS2_ASV683","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__sporotrichioides"
"PRJNA356769b_ITS2_ASV685","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Yarrowia","s__parophoni"
"PRJNA356769b_ITS2_ASV686","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Parasarocladium",NA
"PRJNA356769b_ITS2_ASV687","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__rosigena"
"PRJNA356769b_ITS2_ASV689","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Tausonia","s__pullulans"
"PRJNA356769b_ITS2_ASV690","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__carbonarius"
"PRJNA356769b_ITS2_ASV691","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Dissoconiaceae","g__Uwebraunia","s__dekkeri"
"PRJNA356769b_ITS2_ASV694","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Trechisporales_fam_Incertae_sedis","g__Trechisporales_gen_Incertae_sedis",NA
"PRJNA356769b_ITS2_ASV695","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__globosa"
"PRJNA356769b_ITS2_ASV697","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Cutaneotrichosporon","s__suis"
"PRJNA356769b_ITS2_ASV699","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Blastobotrys","s__adeninivorans"
"PRJNA356769b_ITS2_ASV700","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__coprosmae"
"PRJNA356769b_ITS2_ASV705","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria",NA
"PRJNA356769b_ITS2_ASV707","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__colostri"
"PRJNA356769b_ITS2_ASV708","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Bezerromycetaceae","g__Bezerromyces",NA
"PRJNA356769b_ITS2_ASV713","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Neodevriesiaceae","g__Neodevriesia","s__kalakoutskii"
"PRJNA356769b_ITS2_ASV714","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__solani"
"PRJNA356769b_ITS2_ASV722","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Graphostromataceae","g__Biscogniauxia",NA
"PRJNA356769b_ITS2_ASV725","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__conicus"
"PRJNA356769b_ITS2_ASV726","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__mali"
"PRJNA356769b_ITS2_ASV727","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremaceae","g__Papiliotrema","s__pseudoalba"
"PRJNA356769b_ITS2_ASV730","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Arthrobotrys",NA
"PRJNA356769b_ITS2_ASV732","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Entylomatales","f__Entylomataceae","g__Tilletiopsis","s__washingtonensis"
"PRJNA356769b_ITS2_ASV733","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__versicolor"
"PRJNA356769b_ITS2_ASV734","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Schizothecium",NA
"PRJNA356769b_ITS2_ASV737","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__boidinii"
"PRJNA356769b_ITS2_ASV738","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae",NA,NA
"PRJNA356769b_ITS2_ASV739","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__ruineniae"
"PRJNA356769b_ITS2_ASV74","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Cephaloascaceae","g__Cephaloascus","s__fragrans"
"PRJNA356769b_ITS2_ASV745","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__mandshurica"
"PRJNA356769b_ITS2_ASV747","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales",NA,NA,NA
"PRJNA356769b_ITS2_ASV748","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae",NA,NA
"PRJNA356769b_ITS2_ASV750","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phaeophlebiopsis","s__ravenelii"
"PRJNA356769b_ITS2_ASV755","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Hypoxylaceae","g__Annulohypoxylon","s__atroroseum"
"PRJNA356769b_ITS2_ASV758","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Solicoccozyma",NA
"PRJNA356769b_ITS2_ASV762","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiales_fam_Incertae_sedis","g__Tubeufiales_gen_Incertae_sedis",NA
"PRJNA356769b_ITS2_ASV763","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__rosae"
"PRJNA356769b_ITS2_ASV766","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Moesziomyces","s__bullatus"
"PRJNA356769b_ITS2_ASV767","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Salinomyces","s__thailandicus"
"PRJNA356769b_ITS2_ASV768","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__fermentans"
"PRJNA356769b_ITS2_ASV769","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariaceae","g__Eichleriella",NA
"PRJNA356769b_ITS2_ASV770","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","g__Geotrichum","s__candidum"
"PRJNA356769b_ITS2_ASV78","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Blastobotrys","s__attinorum"
"PRJNA356769b_ITS2_ASV781","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Xenasmataceae","g__Xenasmatella","s__ardosiaca"
"PRJNA356769b_ITS2_ASV782","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Oligophagozyma","s__castellii"
"PRJNA356769b_ITS2_ASV783","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Mollisiaceae","g__Mollisiaceae_gen_Incertae_sedis",NA
"PRJNA356769b_ITS2_ASV788","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Sarocladium","s__pseudostrictum"
"PRJNA356769b_ITS2_ASV79","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__fermentans"
"PRJNA356769b_ITS2_ASV790","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Vararia",NA
"PRJNA356769b_ITS2_ASV791","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__glabripes"
"PRJNA356769b_ITS2_ASV797","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida",NA
"PRJNA356769b_ITS2_ASV802","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium","s__halotolerans"
"PRJNA356769b_ITS2_ASV803","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Flavodon",NA
"PRJNA356769b_ITS2_ASV804","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__fermentans"
"PRJNA356769b_ITS2_ASV806","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus",NA
"PRJNA356769b_ITS2_ASV807","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__sake"
"PRJNA356769b_ITS2_ASV818","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta","s__deborreae"
"PRJNA356769b_ITS2_ASV819","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia",NA
"PRJNA356769b_ITS2_ASV820","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales","f__Vialaeaceae","g__Vialaea","s__insculpta"
"PRJNA356769b_ITS2_ASV826","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Sarocladiaceae","g__Sarocladium","s__bacillisporum"
"PRJNA356769b_ITS2_ASV830","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"PRJNA356769b_ITS2_ASV831","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"PRJNA356769b_ITS2_ASV835","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kazachstania","s__pseudohumilis"
"PRJNA356769b_ITS2_ASV837","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Dimorphiseta","s__obtusa"
"PRJNA356769b_ITS2_ASV838","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Myrmecridiales","f__Myrmecridiaceae","g__Myrmecridium","s__schulzeri"
"PRJNA356769b_ITS2_ASV839","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium",NA
"PRJNA356769b_ITS2_ASV84","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Bulbithecium","s__pinkertoniae"
"PRJNA356769b_ITS2_ASV841","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Teloschistales","f__Teloschistaceae","g__Polycauliona",NA
"PRJNA356769b_ITS2_ASV852","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Yarrowia","s__alimentaria"
"PRJNA356769b_ITS2_ASV854","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Bulbithecium",NA
"PRJNA356769b_ITS2_ASV857","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Holleya","s__sinecauda"
"PRJNA356769b_ITS2_ASV859","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__bruneiensis"
"PRJNA356769b_ITS2_ASV861","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Erysiphaceae","g__Podosphaera",NA
"PRJNA356769b_ITS2_ASV865","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__racemosus"
"PRJNA356769b_ITS2_ASV866","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Cytosporaceae","g__Cytospora","s__austromontana"
"PRJNA356769b_ITS2_ASV868","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"PRJNA356769b_ITS2_ASV869","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium","s__infirmominiatum"
"PRJNA356769b_ITS2_ASV88","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__oreadorum"
"PRJNA356769b_ITS2_ASV882","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","g__Amphinema",NA
"PRJNA356769b_ITS2_ASV885","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces","s__subaurantiacus"
"PRJNA356769b_ITS2_ASV887","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"PRJNA356769b_ITS2_ASV890","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia","s__picachoensis"
"PRJNA356769b_ITS2_ASV896","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Starmerella","s__magnoliae"
"PRJNA356769b_ITS2_ASV898","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellales_fam_Incertae_sedis","g__Phaeomoniellales_gen_Incertae_sedis",NA
"PRJNA356769b_ITS2_ASV899","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Zygosaccharomyces",NA
"PRJNA356769b_ITS2_ASV901","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Botryosphaeria","s__auasmontanum"
"PRJNA356769b_ITS2_ASV904","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Oligophagozyma","s__castellii"
"PRJNA356769b_ITS2_ASV905","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremaceae","g__Papiliotrema","s__frias"
"PRJNA356769b_ITS2_ASV907","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Brevicellicium","s__olivascens"
"PRJNA356769b_ITS2_ASV909","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__brocae"
"PRJNA356769b_ITS2_ASV91","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Bombardiaceae","g__Ramophialophora",NA
"PRJNA356769b_ITS2_ASV910","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__sake"
"PRJNA356769b_ITS2_ASV911","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__coffeae"
"PRJNA356769b_ITS2_ASV912","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Scopulariopsis","s__candida"
"PRJNA356769b_ITS2_ASV914","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__oryzae"
"PRJNA356769b_ITS2_ASV92","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolus",NA
"PRJNA356769b_ITS2_ASV921","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia","s__koreensis"
"PRJNA356769b_ITS2_ASV934","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__flava"
"PRJNA356769b_ITS2_ASV935","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__alternata"
"PRJNA356769b_ITS2_ASV936","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Candolleomyces","s__efflorescens"
"PRJNA356769b_ITS2_ASV938","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"PRJNA356769b_ITS2_ASV94","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium",NA
"PRJNA356769b_ITS2_ASV943","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cystostereaceae","g__Cystostereaceae_gen_Incertae_sedis",NA
"PRJNA356769b_ITS2_ASV945","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Hortaea","s__werneckii"
"PRJNA356769b_ITS2_ASV946","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Udeniomyces","s__puniceus"
"PRJNA356769b_ITS2_ASV951","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula","s__graminis"
"PRJNA356769b_ITS2_ASV953","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Erysiphaceae",NA,NA
"PRJNA356769b_ITS2_ASV955","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Veronaea","s__botryosa"
"PRJNA356769b_ITS2_ASV960","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Nakaseomyces","s__nivariensis"
"PRJNA356769b_ITS2_ASV962","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Periconiaceae","g__Periconia","s__verrucosa"
"PRJNA356769b_ITS2_ASV964","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"PRJNA356769b_ITS2_ASV965","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellales_fam_Incertae_sedis","g__Neohortaea","s__acidophila"
"PRJNA356769b_ITS2_ASV966","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__ruberrimus"
"PRJNA356769b_ITS2_ASV967","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Myxospora",NA
"PRJNA356769b_ITS2_ASV969","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Didymocyrtis","s__pini"
"PRJNA356769b_ITS2_ASV97","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces","s__radicus"
"PRJNA356769b_ITS2_ASV970","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Cryptococcus","s__neoformans"
"PRJNA356769b_ITS2_ASV972","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Xeromyces","s__bisporus"
"PRJNA356769b_ITS2_ASV973","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"PRJNA356769b_ITS2_ASV978","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora","s__sessilis"
"PRJNA356769b_ITS2_ASV981","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__inconspicua"
"PRJNA356769b_ITS2_ASV982","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Extremaceae",NA,NA
"PRJNA356769b_ITS2_ASV984","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Blastobotrys","s__proliferans"
"PRJNA356769b_ITS2_ASV985","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Thermothelomyces","s__thermophilus"
"PRJNA356769b_ITS2_ASV990","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus",NA
"PRJNA356769b_ITS2_ASV997","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus",NA
"PRJNA356769b_ITS2_ASV999","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Yarrowia","s__lipolytica"
